Timestamp,Used Memory (MB),CPU Load 1 min,CPU Load 5 min,CPU Load 15 min,Disk Usage (%),TX (MB),RX (MB),Open Ports,Label,Attack Technique
2024-08-29 17:03:10,133.0,4.4,4.54,3.9,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:03:20,133.0,4.48,4.56,3.91,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:03:31,133.0,4.57,4.57,3.92,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:03:41,133.0,4.56,4.57,3.93,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:03:51,133.0,4.72,4.6,3.95,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:02,135.0,4.76,4.61,3.96,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:13,133.0,4.87,4.64,3.98,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:24,133.0,4.82,4.64,3.98,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:34,133.0,4.85,4.65,3.99,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:44,133.0,4.88,4.67,4.01,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:04:55,133.0,5.05,4.71,4.03,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:05,133.0,4.96,4.71,4.04,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:16,133.0,5.05,4.73,4.05,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:27,135.0,5.04,4.74,4.06,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:37,135.0,5.04,4.75,4.07,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:48,136.0,5.04,4.76,4.08,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:05:58,133.0,4.88,4.73,4.08,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:06:08,134.0,4.74,4.71,4.08,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:06:19,134.0,4.7,4.7,4.09,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:06:29,134.0,4.59,4.68,4.09,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:06:40,134.0,4.68,4.7,4.1,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:06:50,134.0,4.58,4.67,4.1,27.0,0.0,0.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:07:01,132.0,4.94,4.75,4.13,27.0,0.0,1.0,"22,443 41120,41121 5345,41123 41124,9001 41100,80 44818,30003 22,4840 30003",0,0
2024-08-29 17:07:12,133.0,5.26,4.82,4.16,27.0,0.0,1.0,"22,443 41120,41121 5345,41123 41124,9001 41100,80 44818,30003 22,4840 30003",0,0
2024-08-29 17:07:22,133.0,5.53,4.9,4.19,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,9001 41100,80 44818,30003 22,4840 30003",0,0
2024-08-29 17:07:33,133.0,5.68,4.95,4.22,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,9001 41100,80 44818,30003 22,4840 30003",0,0
2024-08-29 17:07:44,133.0,5.89,5.02,4.25,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:07:55,134.0,5.93,5.07,4.28,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:05,135.0,5.94,5.1,4.3,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:16,135.0,5.95,5.13,4.31,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:27,135.0,6.11,5.19,4.34,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:37,135.0,6.17,5.23,4.37,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:48,136.0,5.99,5.23,4.37,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:08:58,136.0,5.68,5.18,4.37,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:09:09,136.0,5.5,5.16,4.37,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:09:19,136.0,5.27,5.12,4.37,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:09:30,136.0,5.34,5.15,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:09:40,136.0,5.21,5.13,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:09:51,136.0,5.1,5.1,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:01,140.0,5.01,5.08,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:13,136.0,5.0,5.08,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:24,137.0,4.85,5.05,4.39,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:34,136.0,5.02,5.08,4.41,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:45,137.0,5.01,5.07,4.41,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:10:55,137.0,5.15,5.1,4.43,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:06,137.0,5.12,5.1,4.44,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:16,137.0,5.1,5.1,4.45,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:27,137.0,5.01,5.08,4.45,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:37,137.0,5.08,5.09,4.46,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:48,137.0,4.99,5.07,4.46,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:11:58,137.0,5.0,5.07,4.47,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:12:09,137.0,5.0,5.06,4.47,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:12:19,137.0,4.92,5.04,4.47,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:12:30,137.0,4.93,5.04,4.48,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:12:40,137.0,5.11,5.07,4.5,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:12:51,137.0,5.01,5.05,4.5,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:01,142.0,5.01,5.05,4.5,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:12,138.0,4.85,5.02,4.5,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:23,138.0,4.72,4.98,4.49,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:34,138.0,4.83,5.0,4.5,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:44,138.0,4.86,5.0,4.51,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:13:55,138.0,4.8,4.98,4.51,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:05,138.0,4.84,4.98,4.51,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:16,138.0,4.8,4.97,4.52,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:26,138.0,4.9,4.99,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:37,138.0,4.76,4.95,4.52,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:47,139.0,4.8,4.96,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:14:58,138.0,4.83,4.96,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:15:08,139.0,4.7,4.93,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:15:18,138.0,4.75,4.93,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:15:29,139.0,4.71,4.91,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:15:40,139.0,4.68,4.9,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:15:50,139.0,4.58,4.87,4.53,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:01,139.0,5.03,4.96,4.56,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:11,139.0,4.87,4.93,4.56,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:22,139.0,4.82,4.91,4.56,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:32,139.0,4.85,4.92,4.56,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:43,139.0,5.02,4.95,4.58,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:16:53,139.0,4.94,4.94,4.58,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:03,140.0,4.8,4.91,4.57,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:14,139.0,4.83,4.91,4.57,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:25,140.0,4.7,4.88,4.57,27.0,1.0,1.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:35,140.0,4.75,4.88,4.57,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:46,140.0,4.71,4.87,4.57,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:17:56,140.0,4.84,4.89,4.58,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:07,140.0,5.38,5.01,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:17,140.0,5.33,5.01,4.63,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:28,140.0,5.13,4.98,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:38,140.0,5.03,4.96,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:49,140.0,4.87,4.93,4.61,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:18:59,140.0,4.74,4.9,4.61,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:19:10,141.0,4.7,4.89,4.61,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:19:20,140.0,4.67,4.87,4.61,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:19:31,140.0,4.88,4.91,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:19:41,140.0,4.83,4.9,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:19:52,140.0,4.78,4.89,4.62,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:02,142.0,4.82,4.89,4.63,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:13,140.0,4.77,4.88,4.63,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:24,140.0,5.21,4.97,4.66,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:34,140.0,5.25,4.98,4.67,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:45,140.0,5.21,4.98,4.67,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:20:55,141.0,5.18,4.99,4.67,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:06,141.0,5.22,5.0,4.68,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:16,140.0,5.25,5.02,4.69,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:27,141.0,5.22,5.02,4.7,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:37,142.0,5.11,5.0,4.7,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:48,142.0,5.01,4.98,4.69,27.0,1.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:21:59,142.0,5.02,4.98,4.7,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:22:09,142.0,5.38,5.07,4.73,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:22:20,141.0,5.55,5.11,4.75,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:22:30,141.0,5.39,5.09,4.74,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:22:41,141.0,5.25,5.07,4.74,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:22:51,141.0,5.21,5.07,4.74,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:02,143.0,5.69,5.18,4.79,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:13,141.0,5.43,5.14,4.78,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:23,145.0,5.21,5.1,4.77,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:34,144.0,5.25,5.12,4.78,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:44,144.0,5.21,5.11,4.78,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:23:55,144.0,5.1,5.09,4.78,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:05,145.0,5.4,5.16,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:16,144.0,5.35,5.15,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:26,144.0,5.21,5.13,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:37,145.0,5.15,5.12,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:47,144.0,5.2,5.13,4.81,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:24:58,144.0,5.01,5.1,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:25:08,145.0,5.08,5.11,4.81,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:25:19,144.0,5.07,5.1,4.81,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:25:29,144.0,4.91,5.07,4.81,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:25:40,144.0,4.84,5.05,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
2024-08-29 17:25:50,145.0,4.86,5.05,4.8,27.0,2.0,2.0,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",0,0
